Id,PostTypeId,AcceptedAnswerId,ParentId,CreationDate,DeletionDate,Score,ViewCount,Body,OwnerUserId,OwnerDisplayName,LastEditorUserId,LastEditorDisplayName,LastEditDate,LastActivityDate,Title,Tags,AnswerCount,CommentCount,FavoriteCount,ClosedDate,CommunityOwnedDate,ContentLicense
42334075,2,,42053998,2017-02-19T23:14:35.727,,0,,"<p>The Winter 17 release included the ability to create Actions based on Lightning Components. This is most likely the way you will want to go to convert your existing JavaScript buttons. I would suggest you check out this new Trailhead that was just released which is specifically about <a href=""https://trailhead.salesforce.com/modules/lex_javascript_button_migration"" rel=""nofollow noreferrer"">Lightning Alternatives to JavaScript buttons</a>. </p>

<p>I am also working on a course for Pluralsight about Lightning development and this is one of the areas I plan on covering since it is so applicable to a lot of people right now. I am not sure if you realize this but by next year, any JavaScript buttons you have will no longer work (even in classic). It is part of a <a href=""https://help.salesforce.com/articleView?id=Hyperlink-Formula-Fields-for-JavaScript-Disablement&amp;language=en_US&amp;type=1"" rel=""nofollow noreferrer"">3 phased approach</a> that Salesforce is implementing to phase them out for security reasons.</p>

<p>Good luck in your conversion. I wish I could say it will be easy, but at least now it is possible.</p>

<p>Best.
Sara</p>
",3133481,,3133481,,2017-02-19T23:20:54.903,2017-02-19T23:20:54.903,,,,1,,,,CC BY-SA 3.0
42346442,2,,42340445,2017-02-20T13:54:10.257,,1,,"<p>Now you can publish your app check: <a href=""https://developers.google.com/appmaker/deployment"" rel=""nofollow noreferrer"">App Maker Deployment</a></p>

<p>You can access your app from any browser mobile or not though the publication URL</p>
",5871727,,,,,2017-02-20T13:54:10.257,,,,0,,,,CC BY-SA 3.0
42356013,2,,38951765,2017-02-20T23:28:17.230,,7,,"<p>You might have figured this out by now but this might prove useful for someone else.</p>

<p>In azure navigate to your app service. In the Settings section select Custom Domains. Select your domain name and then click on the Advanced Management button. This should take you to Azure Domain Manager, where you can again select your domain name. Under the settings icon you can select Manage DNS and here's where you can add your CNAME and MX details.</p>
",5193437,,,,,2017-02-20T23:28:17.230,,,,1,,,,CC BY-SA 3.0
42381033,2,,42375516,2017-02-22T01:24:26.230,,0,,"<p>You should reference only the fields that you want to be notified in your query SELECT:</p>

<p><code>SELECT f2 FROM InvoiceStatement__c</code></p>

<p>If you don't want to be notified about the other fields, you need to remove them from your push topic query and perform a new query when you are notified.</p>
",2634663,,,,,2017-02-22T01:24:26.230,,,,0,,,,CC BY-SA 3.0
42381219,2,,42379606,2017-02-22T01:44:41.163,,1,,"<p>If you have a single page of items in the table and there aren't many items, then you can filter on the client side. For example, you can use a binding expression to add a ""projectHidden"" style to the row based on some logic and then use CSS to change the visibility of the row.</p>

<p>For your second code block, there is no reason to clear filters, load, set the filters and then load again. Just clear the filters, set the new filter, and call load. Also if you are manually controlling the query load, then you might want to uncheck the setting in the data source to automatically load data.</p>
",7228396,,,,,2017-02-22T01:44:41.163,,,,1,,,,CC BY-SA 3.0
42405683,2,,42405004,2017-02-23T01:58:02.453,,4,,"<p>To achieve this, instead of using <code>_notContains</code>, please use <code>_notIn</code> the following way:</p>

<pre><code>var datasource = app.datasources.Project;
var statuses = ['Completed', 'Canceled'];
     datasource.query.filters.Status._notIn = statuses;
     datasource.load();
</code></pre>

<p>Please refer to the <strong><a href=""https://developers.google.com/appmaker/models/datasources#query_datasources"" rel=""nofollow noreferrer"">official documentation</a></strong> for a better and more detailed explanation. I hope this helps!</p>
",5983596,,,,,2017-02-23T01:58:02.453,,,,0,,,,CC BY-SA 3.0
42450824,2,,42444198,2017-02-25T01:17:06.883,,0,,"<p>Have a look here:
<a href=""https://developer.salesforce.com/docs/atlas.en-us.apexcode.meta/apexcode/apex_System_PageReference_getParameters.htm"" rel=""nofollow noreferrer"">https://developer.salesforce.com/docs/atlas.en-us.apexcode.meta/apexcode/apex_System_PageReference_getParameters.htm</a></p>

<p>i.e.</p>

<pre><code>ApexPages.currentPage().getParameters().get('myParamName');
</code></pre>
",4412714,,,,,2017-02-25T01:17:06.883,,,,3,,,,CC BY-SA 3.0
42456904,2,,42379606,2017-02-25T13:51:45.367,,0,,"<pre><code>var datasource = app.datasources.Projects;
 datasource.query.filters.Status._notEquals = 'Completed';
 datasource.query.filters.Status._notEquals = 'Cancelled';
 datasource.load();
</code></pre>
",1054599,,,,,2017-02-25T13:51:45.367,,,,1,,,,CC BY-SA 3.0
42487858,2,,42470252,2017-02-27T14:11:56.750,,2,,"<p>To achieve this:</p>

<p><a href=""https://i.stack.imgur.com/ApMgB.png"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/ApMgB.png"" alt=""enter image description here""></a></p>

<ul>
<li><p>Add an onDataLoad handler for the label</p>

<pre><code>drawProgress(widget);
</code></pre></li>
<li><p>Add style <code>progress</code> to the label and set its width to 100.</p></li>
<li><p>In a client script (modify the first line to capture your data):</p>

<pre><code>function drawProgress(widget){
  var progress=widget.datasource.item.progress;
  var div=widget.getElement();
  div.innerText='';
  var innerDiv=document.createElement('div');
  innerDiv.setAttribute('class','progress-bar');
  innerDiv.setAttribute('style','width:'+progress+'px');
  div.appendChild(innerDiv);
}
</code></pre></li>
<li><p>Add to styles:</p>

<pre><code>.progress-bar{
  background-color: navy;
  height: 10px;
}
.app-Label.progress{
   border: 1px solid silver;
}
</code></pre></li>
</ul>
",80075,,,,,2017-02-27T14:11:56.750,,,,1,,,,CC BY-SA 3.0
42496997,2,,42470252,2017-02-27T22:31:56.977,,0,,"<p>One interesting solution for creating a progress bar in App Maker is to use the star rating widget with some custom CSS. Instead of showing stars for the rating, you can show a circle or square and get something that looks like a progress bar, e.g. you can create a progress bar variant for the star rating widget:</p>

<pre><code>.app-StarRating--ProgressBar .app-StarRating-Star {
   color:blue;
   font-family: Arial;
}

.app-StarRating--ProgressBar .app-StarRating-Star::after {
  content: '\25AE';
}
</code></pre>

<p>You can then set the value of the star rating widget to indicate the level of progress.</p>
",7228396,,,,,2017-02-27T22:31:56.977,,,,0,,,,CC BY-SA 3.0
42510795,2,,42506938,2017-02-28T14:01:50.463,,0,,"<p>Use the browser console to see if there's an error on the connection, make sure the user has access to the datasource and if you're using cloud SQL check the parameters of cloudSQL in the publication</p>
",5871727,,,,,2017-02-28T14:01:50.463,,,,2,,,,CC BY-SA 3.0
42528208,2,,42506938,2017-03-01T09:39:27.857,,6,,"<p>I am using Drive Tables as my datasource. The kind people at Google sent me a couple of links which helped me to understand what's going on: <a href=""https://developers.google.com/appmaker/deployment"" rel=""noreferrer"">previewing and publishing your application</a> and <a href=""https://developers.google.com/appmaker/security/identity"" rel=""noreferrer"">running as user or developer</a>.</p>

<p>The crux of the issue is that when you deploy an app and run it as user (default), it doesn't take any Drive Table data with it. If you want to add Drive Table data to the deployed app, you have to do this:</p>

<ol>
<li>Open App Maker</li>
<li>Go to App Settings</li>
<li>Go to Deployments</li>
<li>Select your most recent deployment and click: “EXPORT DATA”</li>
<li>Make sure you select Preview from the Deployments drop down list.</li>
<li>Click Export</li>
<li>This will export all your Preview data to a new Google Spreadsheet.</li>
<li>Now go to your Drive models in the App Maker and click “IMPORT DATA FROM SHEET”</li>
<li>Here you can choose to import data to your Deployed version.</li>
<li>After completing the import process, you will have all your data in the Deployed app. </li>
</ol>

<p>All courtesy of Google but I didn't find it in the docs, so it might help someone.</p>
",1401202,,,,,2017-03-01T09:39:27.857,,,,2,,,,CC BY-SA 3.0
42529737,2,,42503229,2017-03-01T10:51:15.160,,0,,"<p>you need to Create a Dependent Picklist feature in salesforce  where you can group different picklist fields and add their dependencies</p>

<p>See how it is done
<a href=""https://help.salesforce.com/articleView?id=fields_defining_field_dependencies.htm&amp;language=en_US&amp;type=0"" rel=""nofollow noreferrer"">https://help.salesforce.com/articleView?id=fields_defining_field_dependencies.htm&amp;language=en_US&amp;type=0</a></p>
",6865248,,,,,2017-03-01T10:51:15.160,,,,0,,,,CC BY-SA 3.0
42560655,2,,42560474,2017-03-02T16:23:21.030,,1,,"<p>I tried the following and it worked. </p>

<ol>
<li>Go to /myjhipsterapplicationname/src/main/resources/config/application-dev.yml</li>
<li><p>Search for</p>

<p>mail: # specific JHipster mail property, for standard properties see MailProperties</p>

<p>from:</p></li>
<li><p>Replace the value of property from: with your SMTP outgoing email address </p></li>
</ol>
",6309696,,6309696,,2017-03-02T16:30:40.113,2017-03-02T16:30:40.113,,,,0,,,,CC BY-SA 3.0
42561148,2,,42530654,2017-03-02T16:45:05.170,,3,,"<p>If you change your blob output binding type from <code>Stream</code> to <code>CloudBlockBlob</code> you will have access to <code>CloudBlockBlob.Uri</code> which is the blob path you require (documentation <a href=""https://msdn.microsoft.com/library/azure/microsoft.windowsazure.storage.blob.cloudblockblob.aspx"" rel=""nofollow noreferrer"">here</a>). You can then return that Uri back to your Power App. You can use <code>CloudBlockBlob.UploadFromStreamAsync</code> to upload your PDF Stream to the blob.</p>
",4825211,,4825211,,2017-03-02T17:07:23.420,2017-03-02T17:07:23.420,,,,0,,,,CC BY-SA 3.0
42622612,2,,42619631,2017-03-06T10:01:36.020,,1,,"<p>I posted on the <a href=""http://www.outsystems.com/forums/discussion/22034/entity-view-data-does-not-show-all-columns/?%28Not.Licensed.For.Production%29=#Post86382"" rel=""nofollow noreferrer"">OutSystems forum</a> and they responded that it is indeed a <a href=""http://www.outsystems.com/forums/discussion/22034/entity-view-data-does-not-show-all-columns/?%28Not.Licensed.For.Production%29=#Post86585"" rel=""nofollow noreferrer"">bug</a>.</p>
",1602237,,,,,2017-03-06T10:01:36.020,,,,0,,,,CC BY-SA 3.0
42641571,2,,42623994,2017-03-07T06:23:57.810,,1,,"<p>The error doesn't seem related to it being a web service call: it seems to indicate you either tried to <strong>Get<em>Entity</em></strong> and passed in a zero/NullIdentifier() (not a valid Id), or maybe you tried an <strong>Create<em>Entity</em></strong> and that entity has a foreign key that is not filled in (i.e. zero/NullIdentifier() again).</p>

<p>I would start by checking the logic inside the WS method for those action calls and the inputs you are using there.</p>
",954773,,,,,2017-03-07T06:23:57.810,,,,0,,,,CC BY-SA 3.0
42645746,2,,42642927,2017-03-07T10:26:17.080,,0,,"<p>Try the below one:</p>

<pre><code>trigger tgPatient on Patient__c (after insert,after update) {
  Set&lt;Id&gt;SetDoctor = new Set&lt;Id&gt;(); 
   for (Patient__c p : trigger.new){
    if( p.Amount__c != Null  ){
        SetDoctor.add(p.Doctor__c);
    }
 }
 List&lt;Doctor&gt; lstDoctor = new List&lt;Doctor&gt;();

    for( Doctor__c d : [SELECT Id, (SELECT Id,Amount__c FROM Patients__r) FROM Doctor__c WHERE Id IN:SetDoctor]){
      Integer amountVAR = 0; 
        for (Patient__c p : d.Patient__r){
             amountVAR += p.Amount__c;
        }
        d.Total_Amount__c = amountVAR ;
        lstDoctor.add(d);
    }
    update lstDoctor;
</code></pre>

<p>regards 
ajay</p>
",7441034,,,,,2017-03-07T10:26:17.080,,,,2,,,,CC BY-SA 3.0
42658273,2,,42647054,2017-03-07T21:02:35.893,,2,,"<p>Your solution is a good one, another solution, depending on the number of existing records, is to use the multi-select widget. (You can bind the items to B's datasource, and values to the relation on a record in A. But as I mentioned, this only works well if the number of items in B is small.)</p>

<p>Making this easier is something we've been looking in to, the main challenge is the correct UI in this case depends a lot on the kind of app you're writing.</p>
",7100601,,,,,2017-03-07T21:02:35.893,,,,1,,,,CC BY-SA 3.0
42662707,2,,42642927,2017-03-08T03:54:31.537,,0,,"<p>Try below:</p>

<pre><code>trigger tgPatient on Patient__c(after insert, after update) {
    Set &lt; Id &gt; SetDoctor = new Set &lt; Id &gt; ();
    for (Patient__c p: trigger.new) {
        if (p.Amount__c != Null) {
            SetDoctor.add(p.Doctor__c);
        }
    }
    List &lt; Doctor &gt; lstDoctor = new List &lt; Doctor &gt; ();

    for (Doctor__c d: [SELECT Id, (SELECT Id, Amount__c FROM Patients__r) FROM Doctor__c WHERE Id IN: SetDoctor]) {
        d.Total_Amount__c = 0;
        for (Patient__c p: d.Patient__r) {
            d.Total_Amount__c += p.Amount__c;
        }
        lstDoctor.add(d);
    }
    update lstDoctor;
}
</code></pre>

<p>But why do you want to use a Trigger? Why not create a roll-up summary field on Doctor?</p>

<p><a href=""https://help.salesforce.com/articleView?id=fields_defining_summary_fields.htm&amp;language=en_US&amp;type=0"" rel=""nofollow noreferrer"">Creating Roll Up Summary fields</a></p>
",6252227,,,,,2017-03-08T03:54:31.537,,,,1,,,,CC BY-SA 3.0
42676088,2,,42658036,2017-03-08T15:59:41.337,,0,,"<p>I figured it out, I was able to post to a contact using the <a href=""https://developer.salesforce.com/docs/atlas.en-us.chatterapi.meta/chatterapi/connect_resource_feeds_news.htm"" rel=""nofollow noreferrer"">chatter/feed-elements</a> POST endpoint with the following PHP array encoded to json prior to sending:</p>

<pre><code>$salesforce_note = [
        ""body"" =&gt; [
            ""messageSegments"" =&gt; [
                [  
                    ""type"" =&gt; ""Text"",
                    ""text"" =&gt; $note
                ]
            ],
        ],
        ""feedElementType"" =&gt; ""FeedItem"",
        ""subjectId"" =&gt;    $contact_id
    ];
</code></pre>
",1904306,,,,,2017-03-08T15:59:41.337,,,,0,,,,CC BY-SA 3.0
42678240,2,,42672196,2017-03-08T17:41:13.643,,2,,"<p>I think by ""Search Box"", you mean the suggest text field widget. Since you want the value of the suggest text field to be a record, look in the proeprty editor for the section called ""Suggest Box Query Options"". In that section, select the model and field you want to use. Since you want to set the value of a relation make sure the ""valueIsRecord"" property is set to true. Don't bind options, just bind the value.</p>
",7228396,,,,,2017-03-08T17:41:13.643,,,,1,,,,CC BY-SA 3.0
42680642,2,,42677688,2017-03-08T19:48:23.210,,3,,"<p>It is possible to do that. An approach that you can take is to change the page layout to vertical.</p>

<p><a href=""https://i.stack.imgur.com/mUbAe.png"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/mUbAe.png"" alt=""enter image description here""></a></p>

<p>Then change the widget's Layout align attribute value to center.</p>

<p><a href=""https://i.stack.imgur.com/ecgu4.png"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/ecgu4.png"" alt=""enter image description here""></a></p>

<p>I hope this information helps!</p>
",5983596,,,,,2017-03-08T19:48:23.210,,,,1,,,,CC BY-SA 3.0
42754948,2,,42739284,2017-03-13T00:35:23.133,,1,,"<p>I am not sure if I understood properly but I suggest that you start by checking this official App Maker template available here <a href=""https://developers.google.com/appmaker/templates/partner-management/"" rel=""nofollow noreferrer"">https://developers.google.com/appmaker/templates/partner-management/</a> which provides a ready-to-run app you can use to manage an internal list of partners, but you can also customize it with your own needs. I recently used most of the UI and logic of this template and I was able to integrate it with SQL data models and it works really great. </p>

<p>I noticed that for this template they are saving the (widget.datasource.item._key) to a Page custom property which you can access afterwards. Custom properties are page-level properties that store data for a single user session. Custom properties are useful when you need to bind properties of multiple widgets to a single value. More info available here <a href=""https://developers.google.com/appmaker/ui/binding#custom_properties"" rel=""nofollow noreferrer"">https://developers.google.com/appmaker/ui/binding#custom_properties</a></p>

<p>In your scenario, you can create a new custom property (string) inside your ProjectInfoPage and then you can add a script to the button onClick event in your ProjectPage to save the _key or any other item to a page property. For example:</p>

<pre><code>app.pages.ProjectInfoPage.properties.ProjectKey = widget.datasource.item._key;
app.showDialog(app.pages.ProjectInfoPage);
</code></pre>

<p>Then you can get the “ProjectKey” property by adding this to the onAttach event in your ProjectInfoPage:</p>

<pre><code>var key = app.pages.ProjectInfoPage.properties.ProjectKey;
…
</code></pre>

<p>In the onAttach event you can filter the new model or pass the property values to a server script. I believe there are other approaches but I hope this helps!</p>
",7275720,,,,,2017-03-13T00:35:23.133,,,,0,,,,CC BY-SA 3.0
42783612,2,,42756855,2017-03-14T10:34:58.350,,1,,"<p>The key to this is to understand that this:</p>

<pre><code>$xml-&gt;result-&gt;recorddetail-&gt;FL[0];
</code></pre>

<p>Is just shorthand for this:</p>

<pre><code>$xml-&gt;result[0]-&gt;recorddetail[0]-&gt;FL[0];
</code></pre>

<p>That should make it obvious that to access the 2nd <code>recorddetail</code> (with index <code>1</code>), you could write this:</p>

<pre><code>$xml-&gt;result-&gt;recorddetail[1]-&gt;FL[0];
</code></pre>

<p>Because of the magic SimpleXML provides you can also find out how many there are:</p>

<pre><code>count($xml-&gt;result-&gt;recorddetail);
</code></pre>

<p>And most relevantly for your case, loop over them:</p>

<pre><code>foreach ( $xml-&gt;result-&gt;recorddetail as $recorddetail ) {
    $product_id = $recorddetail-&gt;FL[0];
}
</code></pre>

<p>As a final tip, you probably want the <code>$product_id</code> variable to hold an ordinary string, not a SimpleXML object; you get that with a ""string cast"", like this:</p>

<pre><code>$product_id = (string)$recorddetail-&gt;FL[0];
</code></pre>
",157957,,,,,2017-03-14T10:34:58.350,,,,1,,,,CC BY-SA 3.0
42793740,2,,42784576,2017-03-14T18:24:52.880,,0,,"<p>this will fix the problem:</p>

<p>1) Add the environment variables, ANDROID_HOME and JAVA_HOME ( giving the path of the folder SDKand the one of JDKin the value).</p>

<p>2) In the system valriable PATH, add the path of the platform-tools the one of the tools folder.</p>

<p>It will fix your error successfully.</p>
",7366253,,,,,2017-03-14T18:24:52.880,,,,1,,,,CC BY-SA 3.0
42810297,2,,42797456,2017-03-15T12:50:03.860,,0,,"<p>Can you perhaps elaborate on the tool(s) you used to convert the word doc to PDF?</p>
",1602237,,1602237,,2017-03-22T07:46:48.370,2017-03-22T07:46:48.370,,,,0,,,,CC BY-SA 3.0
42812463,2,,40777490,2017-03-15T14:21:24.667,,1,,"<p>You can loop the items in a Zoho order or invoice like so:</p>

<pre><code>items = invoice.get(""product"").toJSONList();
for each item in items
{
    itemMap = item.toMap();
    name = itemMap.get(""Product Name"");
}
</code></pre>
",471924,,,,,2017-03-15T14:21:24.667,,,,2,,,,CC BY-SA 3.0
42835329,2,,42797456,2017-03-16T13:21:21.597,,1,,"<p>Well, I solved this myself by converting the word document into pdf with Aspose.dll</p>

<pre><code>public void MssGet_Word_NumberOfPages(byte[] ssFileBinaryData, out int ssNumberOfPages) {

        // Load Word Document from this byte array
        Document loadedFromBytes = new Document(new MemoryStream(ssFileBinaryData));

        // Save Word to PDF byte array
        MemoryStream pdfStream = new MemoryStream();
        loadedFromBytes.Save(pdfStream, SaveFormat.Pdf);
        byte[] pdfBytes = pdfStream.ToArray();

        int pageCount;
        MemoryStream stream = new MemoryStream(pdfBytes);
        using (var r = new StreamReader(stream))
        {
            string pdfText = r.ReadToEnd();
            System.Text.RegularExpressions.Regex regx = new Regex(@""/Type\s*/Page[^s]"");
            System.Text.RegularExpressions.MatchCollection matches = regx.Matches(pdfText);
            pageCount = matches.Count;
            ssNumberOfPages = pageCount;
        }
    }
</code></pre>
",7711503,,7711503,,2017-03-22T16:39:26.270,2017-03-22T16:39:26.270,,,,0,,,,CC BY-SA 3.0
42840258,2,,41883521,2017-03-16T16:54:35.683,,0,,"<p>To your first question, Powershell can be used for almost anything on the Microsoft stack. You could use SQL server, Dynamics 365, SP, Azure, and in the future there will be an SDK for the Common Data Service. There are a lot of connectors, and Powershell can work with a good majority of them.</p>

<p>Take note that working with these data structures through Powershell is independent from Powerapps. Powerapps just takes the data that the data connector gives it, and if you have something updating the data in the background (Powershell, cron job, etc.), In order to get a dynamic list of items, you can use a Timer control and a Refresh function on your data source to update the list every ~5-20 seconds.</p>

<p>To your second question about SharePoint, there is an article that came out around the time you asked this regarding working with large lists. I wouldn't say it completely solves your question, but <a href=""https://powerapps.microsoft.com/en-us/blog/powerapps-now-supports-working-with-more-than-256-items-in-sharepoint-lists/"" rel=""nofollow noreferrer"">this article</a> seems to state using the ""Filter"" function on basic column types would possibly work for you:</p>

<blockquote>
  <p>...if you’d like to filter the set of items that you are showing in the gallery control, you will make use of a “Filter” expression, rather than the “Search” expression, which is the default that existing apps used. With our changes, SharePoint connector now supports “equals” type of queries on columns that support filtering (Single line of text, choice, numbers, dates and people), so make sure that the columns and the expressions you use are supported and watch for the same warning to avoid reverting back to the top 500 items. </p>
</blockquote>

<p>It also notes that if you want to pull from a list larger than the 5k threshold, you would need to use indexes, I have not fully tested this yet but it seems that this could potentially solve your problem.</p>
",2632020,,,,,2017-03-16T16:54:35.683,,,,0,,,,CC BY-SA 3.0
42850881,2,,42835744,2017-03-17T06:42:36.863,,0,,"<p>I have reported the bug to OutSystems and they have acknowledged.</p>
",1602237,,,,,2017-03-17T06:42:36.863,,,,0,,,,CC BY-SA 3.0
42858451,2,,42730602,2017-03-17T13:10:45.127,,2,,"<p>You can create an clock based <a href=""https://developers.google.com/apps-script/guides/triggers/installable"" rel=""nofollow noreferrer"">Installable Trigger</a> that will execute once a day in the morning before office hours. </p>

<p>This piece of code will be on a Server side script and will look something like this: </p>

<p><div class=""snippet"" data-lang=""js"" data-hide=""false"" data-console=""true"" data-babel=""false"">
<div class=""snippet-code"">
<pre class=""snippet-code-js lang-js prettyprint-override""><code>function createInstallableTrigger() {
  // Runs at 5am in the timezone of the script
  ScriptApp.newTrigger(""backUp"")
  .timeBased()
  .atHour(5)
  .everyDays(1) // Frequency is required if you are using atHour() or nearMinute()
  .create();
}

function backUp() {
  try {
    var spreadSheet = SpreadsheetApp.openById("""").getActiveSheet(),
        dataToBackUp = [],
        globalKeys = {
          model: [""first_name"", ""last_name"", ""email""],
          label: [""First Name"", ""Last Name"", ""Email""]
        },
    var records = app.models.requests.newQuery().run();
    if(records.length &gt;= 1) {
      for (var i = 0; i &lt; records.length; i++) {
        var newLine = [];
        for (var x = 0; x &lt; globalKeys.model.length; x++) {
          newLine.push(records[i][globalKeys.model[x]]);
        }
        dataToBackUp.push(newLine);
        // at the end, push it all on the spreadsheet
        if(i === records.length - 1) {
          // check if there is any entry at all
          if(dataToBackUp.length &gt;= 1) {
            // append column titles first
            spreadSheet.appendRow(globalKeys.label);
            // 
            spreadSheet.getRange(2, 1, dataToBackUp.length, globalKeys.model.length).setValues(dataToBackUp);
          }
        }
      }
    }
  } catch(e) {
    console.log(e);
  }
}</code></pre>
</div>
</div>
</p>
",3197476,,,,,2017-03-17T13:10:45.127,,,,2,,,,CC BY-SA 3.0
42863213,2,,42859142,2017-03-17T16:58:43.213,,2,,"<p>You can reduce the padding between the items with:</p>

<pre><code>.app-RadioGroup-Item {
  padding: 0px;
}
</code></pre>

<p>Although I suggest 2 or 4px (it's currently 8px).</p>

<p>If you want to mess with the actual size of the items, you can style the input element, something like:</p>

<pre><code>.app-RadioGroup-Item input {
  height: 12px;
  width: 12px;
}
</code></pre>

<p>Note you'd probably want to tweak more than just the height and width, and this doesn't look very good. I'd suggest sticking to only styling the padding if that's enough for you.</p>
",7100601,,,,,2017-03-17T16:58:43.213,,,,1,,,,CC BY-SA 3.0
42863407,2,,42841546,2017-03-17T17:09:28.030,,0,,"<p>Do the following, in Incognito windows in Chrome (to make sure you're using the correct account):</p>

<p>1) Log into the account it is not working with.
2) In the Google Cloud SQL tab, press Update, and enter new credentials, wait for it to finish, and then try to preview.
3) Assuming this does not work, now close your incognito window and log into the account it is working with. 
4) Repeat step #2 (entering new the same credentials).</p>

<p>If you cannot access it after step #2, but you can access on step #4, and if both users can modify the SQL model from App Maker, then there is a probably strange bug we (the App Maker team) needs to look into.</p>
",7100601,,,,,2017-03-17T17:09:28.030,,,,4,,,,CC BY-SA 3.0
42865325,2,,42638538,2017-03-17T19:02:59.250,,2,,"<p>Sorry for the late reply. I'll put this as an answer because I think it will get you what you need. You could implement this if you put the page fragments directly into your page, and toggled their visible property to show/hide them.</p>

<p>The biggest trick here is how does the first page fragment tell the second to open? That ends up being simple, just add a custom boolean property to the first fragment. Then in the base page (which contains the two fragments) bind the visible property of the second fragment to the custom property of the first fragment. Then in the first fragment, you can set that property to ""true"" when you want the second fragment to show, and ""false"" when you want it to hide.</p>
",7100601,,,,,2017-03-17T19:02:59.250,,,,1,,,,CC BY-SA 3.0
42869992,2,,42859891,2017-03-18T03:01:37.897,,0,,"<p>Try this one:</p>

<pre><code>ClearCollect(mycollection,ForAll(Gallery1.AllItems,{item:Heading,budget:Body}))
</code></pre>

<p>Replace Heading and Body with your Gallery controls. </p>
",7730081,,7730081,,2017-03-18T05:36:40.427,2017-03-18T05:36:40.427,,,,2,,,,CC BY-SA 3.0
42914020,2,,42908516,2017-03-20T21:11:16.593,,1,,"<p>There is a standard Boolean field called IsTask on the Activity object</p>
",3353653,,,,,2017-03-20T21:11:16.593,,,,0,,,,CC BY-SA 3.0
42927583,2,,42908516,2017-03-21T12:46:26.683,,0,,"<p>There is a isTask attribute on Activities.
<a href=""https://developer.salesforce.com/docs/atlas.en-us.object_reference.meta/object_reference/sforce_api_objects_activityhistory.htm"" rel=""nofollow noreferrer"">Reference</a></p>
",6252227,,,,,2017-03-21T12:46:26.683,,,,0,,,,CC BY-SA 3.0
42938355,2,,42912565,2017-03-21T21:22:56.453,,0,,"<p>It sounds like you want to use a collection. A collection can be used similar to a global variable and will allow us to access data on a different screen than the one we set it on.</p>

<p>Some useful information can be found here:<br>
<a href=""https://powerapps.microsoft.com/en-us/tutorials/working-with-variables/#create-a-collection"" rel=""nofollow noreferrer"">https://powerapps.microsoft.com/en-us/tutorials/working-with-variables/#create-a-collection</a><br>
<a href=""https://powerapps.microsoft.com/en-us/tutorials/function-clear-collect-clearcollect/"" rel=""nofollow noreferrer"">https://powerapps.microsoft.com/en-us/tutorials/function-clear-collect-clearcollect/</a></p>

<p>Based off of your flow, let's assume that the screens are named as follows:  </p>

<ul>
<li>Screen1 will be ""SpecifyLocation""  </li>
<li>Screen2 will be ""SpecifyAction""  </li>
<li>Screen3 will be ""FinalizeInput""</li>
</ul>

<p>The names are arbitrary, but I think they'll make the following example easier to follow.</p>

<p>On the screen <code>""SpecifyLocation""</code>, we're going to create four buttons. They will all be identical, except for the name of the location they reference. For instance, the button referencing ""NY"" would be as follows:  </p>

<ul>
<li><code>Text = ""New York""</code>  </li>
<li><code>OnSelect = ClearCollect( LocationMetadata, ""NY"" ); Navigate(SpecifyAction,ScreenTransition.Cover)</code></li>
</ul>

<p>Please note that the <code>OnSelect</code> value is two different functions separated by a semicolon. The first function, <code>ClearCollect()</code>, clears all information in a collection and then writes a new entry. In this case, we have a collection named <code>LocationMetadata</code> into which we are writing the value <code>""NY""</code>. The second function, <code>Navigate()</code>, changes which screen we are looking at.</p>

<p>On the screen <code>""SpecifyAction""</code>, we're going to create two buttons. They will be similar, except for the action they refer to. For instance, the button referencing ""Add"" would be as follows:</p>

<ul>
<li><code>Text = ""Add""</code>  </li>
<li><code>OnSelect = ClearCollect( ActionMetadata, ""Add"" ); Navigate(FinalizeInput,ScreenTransition.Cover)</code></li>
</ul>

<p>As was the case before, we've created a button that calls two functions when clicked. They are the same two functions as last time; however, we've changed <code>LocationMetadata</code> to <code>ActionMetadata</code> in our <code>ClearCollect()</code> call, since we want to store a different piece of information. We've also changed our <code>Navigate()</code> call to move us over to the <code>""FinalizeInput""</code> screen.</p>

<p>I'm not entirely sure how you've got your final screen laid out, but in any case, you'll want to access the data we stored in collections previously. This can be done with the function <code>First()</code>, which returns the first element of a collection.</p>

<p>To access our selected location, you can use: <code>First(LocationMetadata).Value</code><br>
To access our selected action, you can use: <code>First(ActionMetadata).Value</code></p>

<p>You should be able to supplement whatever extra data is collected from your user on this final screen with the collections we set up.</p>
",7747353,,,,,2017-03-21T21:22:56.453,,,,2,,,,CC BY-SA 3.0
